 TIME                    	T_Ground_in              	T_Ground_out             	Lps                      	label                    	
 HOURS              	°C                  	°C                  	lps                 	lps                 	
  +1.9600000000000000E+02	  +1.1080841012202919E+01	  +6.0199999999999996E+00	  -8.3421581738442470E+00	  +0.0000000000000000E+00	
  +1.9700000000000000E+02	  +1.1080382296157211E+01	  +6.0199999999999996E+00	  -8.4251833242598870E+00	  +0.0000000000000000E+00	
  +1.9800000000000000E+02	  +1.1079923332974161E+01	  +6.0199999999999996E+00	  -8.4463987543987269E+00	  +0.0000000000000000E+00	
  +1.9900000000000000E+02	  +1.1079464122889885E+01	  +6.0199999999999996E+00	  -8.3224698263498524E+00	  +0.0000000000000000E+00	
  +2.0000000000000000E+02	  +1.1079004666140628E+01	  +6.0199999999999996E+00	  -3.5242196231567067E+00	  +0.0000000000000000E+00	
  +2.0100000000000000E+02	  +1.1078544962962763E+01	  +1.1098544962962762E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0200000000000000E+02	  +1.1078085013592789E+01	  +1.1098085013592788E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0300000000000000E+02	  +1.1077624818267330E+01	  +1.1097624818267329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0400000000000000E+02	  +1.1077164377223140E+01	  +1.1097164377223139E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0500000000000000E+02	  +1.1076703690697094E+01	  +1.1096703690697094E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0600000000000000E+02	  +1.1076242758926202E+01	  +1.1096242758926202E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0700000000000000E+02	  +1.1075781582147590E+01	  +1.1095781582147589E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0800000000000000E+02	  +1.1075320160598517E+01	  +1.1095320160598517E+01	  +5.3571428571429713E+00	  +0.0000000000000000E+00	
  +2.0900000000000000E+02	  +1.1074858494516365E+01	  +6.0199999999999996E+00	  -1.8110316522268259E+00	  +0.0000000000000000E+00	
  +2.1000000000000000E+02	  +1.1074396584138643E+01	  +6.0199999999999996E+00	  -2.6703693715782846E+00	  +0.0000000000000000E+00	
  +2.1100000000000000E+02	  +1.1073934429702986E+01	  +6.0199999999999996E+00	  -8.6982996440975957E-01	  +0.0000000000000000E+00	
  +2.1200000000000000E+02	  +1.1073472031447151E+01	  +1.1093472031447151E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.1300000000000000E+02	  +1.1073009389609028E+01	  +6.0199999999999996E+00	  -6.8188318186144001E-02	  +0.0000000000000000E+00	
  +2.1400000000000000E+02	  +1.1072546504426624E+01	  +6.0199999999999996E+00	  -1.6693556234596298E+00	  +0.0000000000000000E+00	
  +2.1500000000000000E+02	  +1.1072083376138076E+01	  +6.0199999999999996E+00	  -4.8036875056803465E+00	  +0.0000000000000000E+00	
  +2.1600000000000000E+02	  +1.1071620004981645E+01	  +6.0199999999999996E+00	  -7.5504172499144824E+00	  +0.0000000000000000E+00	
  +2.1700000000000000E+02	  +1.1071156391195716E+01	  +6.0199999999999996E+00	  -7.6195813102127277E+00	  +0.0000000000000000E+00	
  +2.1800000000000000E+02	  +1.1070692535018800E+01	  +6.0199999999999996E+00	  -7.6885351356040754E+00	  +0.0000000000000000E+00	
  +2.1900000000000000E+02	  +1.1070228436689531E+01	  +6.0199999999999996E+00	  -7.7300099241889058E+00	  +0.0000000000000000E+00	
  +2.2000000000000000E+02	  +1.1069764096446672E+01	  +6.0199999999999996E+00	  -7.7579939967643048E+00	  +0.0000000000000000E+00	
  +2.2100000000000000E+02	  +1.1069299514529106E+01	  +6.0199999999999996E+00	  -7.7862436401866608E+00	  +0.0000000000000000E+00	
  +2.2200000000000000E+02	  +1.1068834691175841E+01	  +6.0199999999999996E+00	  -7.6544275029052251E+00	  +0.0000000000000000E+00	
  +2.2300000000000000E+02	  +1.1068369626626009E+01	  +6.0199999999999996E+00	  -7.2759787296667042E+00	  +0.0000000000000000E+00	
  +2.2400000000000000E+02	  +1.1067904321118869E+01	  +6.0199999999999996E+00	  -2.9807187955772640E+00	  +0.0000000000000000E+00	
  +2.2500000000000000E+02	  +1.1067438774893800E+01	  +1.1087438774893799E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2600000000000000E+02	  +1.1066972988190310E+01	  +1.1086972988190309E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2700000000000000E+02	  +1.1066506961248024E+01	  +1.1086506961248023E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2800000000000000E+02	  +1.1066040694306697E+01	  +1.1086040694306696E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.2900000000000000E+02	  +1.1065574187606201E+01	  +1.1085574187606200E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.3000000000000000E+02	  +1.1065107441386537E+01	  +1.1085107441386537E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.3100000000000000E+02	  +1.1064640455887828E+01	  +1.1084640455887827E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.3200000000000000E+02	  +1.1064173231350319E+01	  +1.1084173231350318E+01	  +8.5714285714287524E+00	  +0.0000000000000000E+00	
  +2.3300000000000000E+02	  +1.1063705768014376E+01	  +1.1083705768014376E+01	  +1.1428571428571672E+01	  +0.0000000000000000E+00	
  +2.3400000000000000E+02	  +1.1063238066120492E+01	  +1.1083238066120492E+01	  +1.1428571428571672E+01	  +0.0000000000000000E+00	
  +2.3500000000000000E+02	  +1.1062770125909282E+01	  +1.1082770125909281E+01	  +1.7261904761905129E+01	  +0.0000000000000000E+00	
  +2.3600000000000000E+02	  +1.1062301947621480E+01	  +1.1082301947621479E+01	  +1.7857142857143238E+01	  +0.0000000000000000E+00	
  +2.3700000000000000E+02	  +1.1061833531497944E+01	  +1.1081833531497944E+01	  +1.3928571428571724E+01	  +0.0000000000000000E+00	
  +2.3800000000000000E+02	  +1.1061364877779658E+01	  +6.0199999999999996E+00	  -2.4314503415048305E+00	  +0.0000000000000000E+00	
  +2.3900000000000000E+02	  +1.1060895986707726E+01	  +6.0199999999999996E+00	  -6.5926780995780669E+00	  +0.0000000000000000E+00	
  +2.4000000000000000E+02	  +1.1060426858523369E+01	  +6.0199999999999996E+00	  -7.4148017869899032E+00	  +0.0000000000000000E+00	
  +2.4100000000000000E+02	  +1.1059957493467939E+01	  +6.0199999999999996E+00	  -7.5406485640411631E+00	  +0.0000000000000000E+00	
  +2.4200000000000000E+02	  +1.1059487891782904E+01	  +6.0199999999999996E+00	  -7.6372734107860332E+00	  +0.0000000000000000E+00	
  +2.4300000000000000E+02	  +1.1059018053709854E+01	  +6.0199999999999996E+00	  -7.7064000546918976E+00	  +0.0000000000000000E+00	
  +2.4400000000000000E+02	  +1.1058547979490505E+01	  +6.0199999999999996E+00	  -7.7617767009493965E+00	  +0.0000000000000000E+00	
  +2.4500000000000000E+02	  +1.1058077669366687E+01	  +6.0199999999999996E+00	  -7.8036399504947767E+00	  +0.0000000000000000E+00	
  +2.4600000000000000E+02	  +1.1057607123580359E+01	  +6.0199999999999996E+00	  -7.5457068463116785E+00	  +0.0000000000000000E+00	
  +2.4700000000000000E+02	  +1.1057136342373596E+01	  +6.0199999999999996E+00	  -7.0509475639472878E+00	  +0.0000000000000000E+00	
  +2.4800000000000000E+02	  +1.1056665325988597E+01	  +6.0199999999999996E+00	  -2.8800252980271930E+00	  +0.0000000000000000E+00	
  +2.4900000000000000E+02	  +1.1056194074667680E+01	  +1.1076194074667679E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.5000000000000000E+02	  +1.1055722588653284E+01	  +1.1075722588653283E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.5100000000000000E+02	  +1.1055250868187972E+01	  +1.1075250868187972E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.5200000000000000E+02	  +1.1054778913514424E+01	  +1.1074778913514423E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.5300000000000000E+02	  +1.1054306724875442E+01	  +1.1074306724875441E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.5400000000000000E+02	  +1.1053834302513946E+01	  +1.1073834302513946E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.5500000000000000E+02	  +1.1053361646672982E+01	  +1.1073361646672982E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.5600000000000000E+02	  +1.1052888757595710E+01	  +1.1072888757595710E+01	  +3.4523809523810254E+00	  +0.0000000000000000E+00	
  +2.5700000000000000E+02	  +1.1052415635525414E+01	  +1.1072415635525413E+01	  +7.3809523809525377E+00	  +0.0000000000000000E+00	
  +2.5800000000000000E+02	  +1.1051942280705493E+01	  +1.1071942280705493E+01	  +6.0714285714287000E+00	  +0.0000000000000000E+00	
  +2.5900000000000000E+02	  +1.1051468693379471E+01	  +1.1071468693379471E+01	  +4.8809523809524844E+00	  +0.0000000000000000E+00	
  +2.6000000000000000E+02	  +1.1050994873790991E+01	  +1.1070994873790990E+01	  +6.3095238095239434E+00	  +0.0000000000000000E+00	
  +2.6100000000000000E+02	  +1.1050520822183811E+01	  +1.1070520822183811E+01	  +7.1428571428572942E+00	  +0.0000000000000000E+00	
  +2.6200000000000000E+02	  +1.1050046538801814E+01	  +1.1070046538801813E+01	  +3.5714285714286471E+00	  +0.0000000000000000E+00	
  +2.6300000000000000E+02	  +1.1049572023889001E+01	  +1.1069572023889000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.6400000000000000E+02	  +1.1049097277689485E+01	  +1.1069097277689485E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.6500000000000000E+02	  +1.1048622300447510E+01	  +6.0199999999999996E+00	  -2.0014446823347209E+00	  +0.0000000000000000E+00	
  +2.6600000000000000E+02	  +1.1048147092407429E+01	  +6.0199999999999996E+00	  -6.6157645799815379E+00	  +0.0000000000000000E+00	
  +2.6700000000000000E+02	  +1.1047671653813719E+01	  +6.0199999999999996E+00	  -8.3837867094057010E+00	  +0.0000000000000000E+00	
  +2.6800000000000000E+02	  +1.1047195984910974E+01	  +6.0199999999999996E+00	  -8.5499946429875298E+00	  +0.0000000000000000E+00	
  +2.6900000000000000E+02	  +1.1046720085943905E+01	  +6.0199999999999996E+00	  -8.7164302561647435E+00	  +0.0000000000000000E+00	
  +2.7000000000000000E+02	  +1.1046243957157346E+01	  +6.0199999999999996E+00	  -8.5961668379731453E+00	  +0.0000000000000000E+00	
  +2.7100000000000000E+02	  +1.1045767598796242E+01	  +6.0199999999999996E+00	  -8.2309562997952206E+00	  +0.0000000000000000E+00	
  +2.7200000000000000E+02	  +1.1045291011105663E+01	  +6.0199999999999996E+00	  -6.1366751641639459E+00	  +0.0000000000000000E+00	
  +2.7300000000000000E+02	  +1.1044814194330792E+01	  +6.0199999999999996E+00	  -1.6615262982089245E+00	  +0.0000000000000000E+00	
  +2.7400000000000000E+02	  +1.1044337148716934E+01	  +1.1064337148716934E+01	  +2.7380952380952963E+00	  +0.0000000000000000E+00	
  +2.7500000000000000E+02	  +1.1043859874509511E+01	  +1.1063859874509511E+01	  +2.7380952380952963E+00	  +0.0000000000000000E+00	
  +2.7600000000000000E+02	  +1.1043382371954058E+01	  +1.1063382371954058E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.7700000000000000E+02	  +1.1042904641296232E+01	  +1.1062904641296232E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.7800000000000000E+02	  +1.1042426682781807E+01	  +1.1062426682781807E+01	  +2.6190476190476750E+00	  +0.0000000000000000E+00	
  +2.7900000000000000E+02	  +1.1041948496656673E+01	  +1.1061948496656672E+01	  +2.6190476190476750E+00	  +0.0000000000000000E+00	
  +2.8000000000000000E+02	  +1.1041470083166837E+01	  +1.1061470083166837E+01	  +1.0000000000000211E+01	  +0.0000000000000000E+00	
  +2.8100000000000000E+02	  +1.1040991442558424E+01	  +6.0199999999999996E+00	  -3.8191847339964108E-01	  +0.0000000000000000E+00	
  +2.8200000000000000E+02	  +1.1040512575077676E+01	  +6.0199999999999996E+00	  -2.0747199427771248E+00	  +0.0000000000000000E+00	
  +2.8300000000000000E+02	  +1.1040033480970949E+01	  +6.0199999999999996E+00	  -3.4161469100234347E+00	  +0.0000000000000000E+00	
  +2.8400000000000000E+02	  +1.1039554160484720E+01	  +6.0199999999999996E+00	  -3.7878487572255168E+00	  +0.0000000000000000E+00	
  +2.8500000000000000E+02	  +1.1039074613865578E+01	  +6.0199999999999996E+00	  -4.1986802367694169E+00	  +0.0000000000000000E+00	
  +2.8600000000000000E+02	  +1.1038594841360231E+01	  +6.0199999999999996E+00	  -4.9149865857537787E+00	  +0.0000000000000000E+00	
  +2.8700000000000000E+02	  +1.1038114843215505E+01	  +6.0199999999999996E+00	  -7.1349243434485627E+00	  +0.0000000000000000E+00	
  +2.8800000000000000E+02	  +1.1037634619678336E+01	  +6.0199999999999996E+00	  -8.6127844544991046E+00	  +0.0000000000000000E+00	
  +2.8900000000000000E+02	  +1.1037154170995782E+01	  +6.0199999999999996E+00	  -9.6082445442106721E+00	  +0.0000000000000000E+00	
  +2.9000000000000000E+02	  +1.1036673497415013E+01	  +6.0199999999999996E+00	  -9.5532940679305636E+00	  +0.0000000000000000E+00	
  +2.9100000000000000E+02	  +1.1036192599183318E+01	  +6.0199999999999996E+00	  -9.4845912019804484E+00	  +0.0000000000000000E+00	
  +2.9200000000000000E+02	  +1.1035711476548098E+01	  +6.0199999999999996E+00	  -9.4439530585421192E+00	  +0.0000000000000000E+00	
  +2.9300000000000000E+02	  +1.1035230129756874E+01	  +6.0199999999999996E+00	  -9.4030608862965828E+00	  +0.0000000000000000E+00	
  +2.9400000000000000E+02	  +1.1034748559057276E+01	  +6.0199999999999996E+00	  -9.0927727325357139E+00	  +0.0000000000000000E+00	
  +2.9500000000000000E+02	  +1.1034266764697055E+01	  +6.0199999999999996E+00	  -8.4877668206024186E+00	  +0.0000000000000000E+00	
  +2.9600000000000000E+02	  +1.1033784746924074E+01	  +6.0199999999999996E+00	  -6.6110400746867377E+00	  +0.0000000000000000E+00	
  +2.9700000000000000E+02	  +1.1033302505986310E+01	  +6.0199999999999996E+00	  -2.8329873353223785E+00	  +0.0000000000000000E+00	
  +2.9800000000000000E+02	  +1.1032820042131860E+01	  +6.0199999999999996E+00	  -7.7479715260013715E-01	  +0.0000000000000000E+00	
  +2.9900000000000000E+02	  +1.1032337355608931E+01	  +1.1052337355608930E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.0000000000000000E+02	  +1.1031854446665845E+01	  +1.1051854446665844E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.0100000000000000E+02	  +1.1031371315551040E+01	  +1.1051371315551039E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.0200000000000000E+02	  +1.1030887962513066E+01	  +1.1050887962513066E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.0300000000000000E+02	  +1.1030404387800591E+01	  +1.1050404387800590E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.0400000000000000E+02	  +1.1029920591662391E+01	  +1.1049920591662390E+01	  +6.1904761904763221E+00	  +0.0000000000000000E+00	
  +3.0500000000000000E+02	  +1.1029436574347365E+01	  +1.1049436574347364E+01	  +1.1785714285714535E+01	  +0.0000000000000000E+00	
  +3.0600000000000000E+02	  +1.1028952336104515E+01	  +1.1048952336104515E+01	  +1.0714285714285941E+01	  +0.0000000000000000E+00	
  +3.0700000000000000E+02	  +1.1028467877182967E+01	  +1.1048467877182967E+01	  +1.0119047619047834E+01	  +0.0000000000000000E+00	
  +3.0800000000000000E+02	  +1.1027983197831952E+01	  +1.1047983197831952E+01	  +1.0714285714285941E+01	  +0.0000000000000000E+00	
  +3.0900000000000000E+02	  +1.1027498298300820E+01	  +6.0199999999999996E+00	  -8.7598198024831320E-01	  +0.0000000000000000E+00	
  +3.1000000000000000E+02	  +1.1027013178839031E+01	  +6.0199999999999996E+00	  -2.6830135393084973E+00	  +0.0000000000000000E+00	
  +3.1100000000000000E+02	  +1.1026527839696159E+01	  +6.0199999999999996E+00	  -4.1605327904833684E+00	  +0.0000000000000000E+00	
  +3.1200000000000000E+02	  +1.1026042281121892E+01	  +6.0199999999999996E+00	  -6.8240192910611377E+00	  +0.0000000000000000E+00	
  +3.1300000000000000E+02	  +1.1025556503366033E+01	  +6.0199999999999996E+00	  -8.0751028740800237E+00	  +0.0000000000000000E+00	
  +3.1400000000000000E+02	  +1.1025070506678491E+01	  +6.0199999999999996E+00	  -8.2555733333136487E+00	  +0.0000000000000000E+00	
  +3.1500000000000000E+02	  +1.1024584291309294E+01	  +6.0199999999999996E+00	  -8.3947226928654644E+00	  +0.0000000000000000E+00	
  +3.1600000000000000E+02	  +1.1024097857508579E+01	  +6.0199999999999996E+00	  -8.5063765073608018E+00	  +0.0000000000000000E+00	
  +3.1700000000000000E+02	  +1.1023611205526599E+01	  +6.0199999999999996E+00	  -8.6044299299075462E+00	  +0.0000000000000000E+00	
  +3.1800000000000000E+02	  +1.1023124335613714E+01	  +6.0199999999999996E+00	  -8.4108726572891825E+00	  +0.0000000000000000E+00	
  +3.1900000000000000E+02	  +1.1022637248020400E+01	  +6.0199999999999996E+00	  -7.8822583443988039E+00	  +0.0000000000000000E+00	
  +3.2000000000000000E+02	  +1.1022149942997245E+01	  +6.0199999999999996E+00	  -3.5922233192399529E+00	  +0.0000000000000000E+00	
  +3.2100000000000000E+02	  +1.1021662420794947E+01	  +6.0199999999999996E+00	  -3.6153767148932564E-01	  +0.0000000000000000E+00	
  +3.2200000000000000E+02	  +1.1021174681664315E+01	  +1.1041174681664314E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.2300000000000000E+02	  +1.1020686725856272E+01	  +1.1040686725856272E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.2400000000000000E+02	  +1.1020198553621853E+01	  +1.1040198553621853E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.2500000000000000E+02	  +1.1019710165212203E+01	  +1.1039710165212202E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.2600000000000000E+02	  +1.1019221560878577E+01	  +1.1039221560878577E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.2700000000000000E+02	  +1.1018732740872341E+01	  +1.1038732740872341E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.2800000000000000E+02	  +1.1018243705444977E+01	  +1.1038243705444977E+01	  +5.8333333333334565E+00	  +0.0000000000000000E+00	
  +3.2900000000000000E+02	  +1.1017754454848070E+01	  +1.1037754454848070E+01	  +1.1309523809524048E+01	  +0.0000000000000000E+00	
  +3.3000000000000000E+02	  +1.1017264989333322E+01	  +1.1037264989333321E+01	  +5.4761904761905926E+00	  +0.0000000000000000E+00	
  +3.3100000000000000E+02	  +1.1016775309152543E+01	  +1.1036775309152542E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.3200000000000000E+02	  +1.1016285414557654E+01	  +1.1036285414557653E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.3300000000000000E+02	  +1.1015795305800683E+01	  +1.1035795305800683E+01	  +5.3571428571429713E+00	  +0.0000000000000000E+00	
  +3.3400000000000000E+02	  +1.1015304983133777E+01	  +1.1035304983133777E+01	  +1.1309523809524048E+01	  +0.0000000000000000E+00	
  +3.3500000000000000E+02	  +1.1014814446809183E+01	  +1.1034814446809182E+01	  +5.9523809523810787E+00	  +0.0000000000000000E+00	
  +3.3600000000000000E+02	  +1.1014323697079263E+01	  +1.1034323697079262E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.3700000000000000E+02	  +1.1013832734196487E+01	  +6.0199999999999996E+00	  -1.3444456099432809E+00	  +0.0000000000000000E+00	
  +3.3800000000000000E+02	  +1.1013341558413439E+01	  +6.0199999999999996E+00	  -4.9545459619083854E+00	  +0.0000000000000000E+00	
  +3.3900000000000000E+02	  +1.1012850169982805E+01	  +6.0199999999999996E+00	  -8.4562080407839559E+00	  +0.0000000000000000E+00	
  +3.4000000000000000E+02	  +1.1012358569157387E+01	  +6.0199999999999996E+00	  -8.5264590066715620E+00	  +0.0000000000000000E+00	
  +3.4100000000000000E+02	  +1.1011866756190095E+01	  +6.0199999999999996E+00	  -8.5830199968550431E+00	  +0.0000000000000000E+00	
